
Connected to: Oracle Database 11g Enterprise Edition Release 11.2.0.1.0 - 64bit Production
With the Partitioning, OLAP, Data Mining and Real Application Testing options

Export file created by EXPORT:V11.02.00 via conventional path
 "ctxsys.driimp.set_value('STOP_WORD','onto');"
 "ctxsys.driimp.set_value('STOP_WORD','or');"
 ""
 "ctxsys.driimp.set_value('STOP_WORD','our');"
 "ctxsys.driimp.set_value('STOP_WORD','ours');"
 "ctxsys.driimp.set_value('STOP_WORD','s');"
 "ctxsys.driimp.set_value('STOP_WORD','shall');"
 "ctxsys.driimp.set_value('STOP_WORD','she');"
 "ctxsys.driimp.set_value('STOP_WORD','should');"
 "ctxsys.driimp.set_value('STOP_WORD','since');"
 "ctxsys.driimp.set_value('STOP_WORD','so');"
 "ctxsys.driimp.set_value('STOP_WORD','some');"
 "ctxsys.driimp.set_value('STOP_WORD','still');"
 "ctxsys.driimp.set_value('STOP_WORD','such');"
 "ctxsys.driimp.set_value('STOP_WORD','t');"
 "ctxsys.driimp.set_value('STOP_WORD','than');"
 "ctxsys.driimp.set_value('STOP_WORD','that');"
 "ctxsys.driimp.set_value('STOP_WORD','the');"
 "ctxsys.driimp.set_value('STOP_WORD','their');"
 "ctxsys.driimp.set_value('STOP_WORD','them');"
 "ctxsys.driimp.set_value('STOP_WORD','then');"
 "ctxsys.driimp.set_value('STOP_WORD','there');"
 "ctxsys.driimp.set_value('STOP_WORD','therefore');"
 "ctxsys.driimp.set_value('STOP_WORD','these');"
 "ctxsys.driimp.set_value('STOP_WORD','they');"
 "ctxsys.driimp.set_value('STOP_WORD','this');"
 "ctxsys.driimp.set_value('STOP_WORD','those');"
 "ctxsys.driimp.set_value('STOP_WORD','though');"
 "ctxsys.driimp.set_value('STOP_WORD','through');"
 "ctxsys.driimp.set_value('STOP_WORD','thus');"
 "ctxsys.driimp.set_value('STOP_WORD','to');"
 "ctxsys.driimp.set_value('STOP_WORD','too');"
 "ctxsys.driimp.set_value('STOP_WORD','until');"
 "ctxsys.driimp.set_value('STOP_WORD','ve');"
 "ctxsys.driimp.set_value('STOP_WORD','very');"
 "ctxsys.driimp.set_value('STOP_WORD','was');"
 "ctxsys.driimp.set_value('STOP_WORD','we');"
 "ctxsys.driimp.set_value('STOP_WORD','were');"
 "ctxsys.driimp.set_value('STOP_WORD','what');"
 "ctxsys.driimp.set_value('STOP_WORD','when');"
 "ctxsys.driimp.set_value('STOP_WORD','where');"
 "ctxsys.driimp.set_value('STOP_WORD','whether');"
 "ctxsys.driimp.set_value('STOP_WORD','which');"
 "ctxsys.driimp.set_value('STOP_WORD','while');"
 "ctxsys.driimp.set_value('STOP_WORD','who');"
 "ctxsys.driimp.set_value('STOP_WORD','whose');"
 "ctxsys.driimp.set_value('STOP_WORD','why');"
 "ctxsys.driimp.set_value('STOP_WORD','will');"
 "ctxsys.driimp.set_value('STOP_WORD','with');"
 "ctxsys.driimp.set_value('STOP_WORD','would');"
 "ctxsys.driimp.set_value('STOP_WORD','yet');"
 "ctxsys.driimp.set_value('STOP_WORD','you');"
 "ctxsys.driimp.set_value('STOP_WORD','your');"
 "ctxsys.driimp.set_value('STOP_WORD','yours');"
 ""
 "ctxsys.driimp.set_object('STORAGE','BASIC_STORAGE',2);"
 "ctxsys.driimp.set_value('R_TABLE_CLAUSE','lob (data) store as (cache)');"
 "ctxsys.driimp.set_value('I_INDEX_CLAUSE','compress 2');"
 ""
 "commit;"
 "COMMIT; END;"
IMP-00003: ORACLE error 6550 encountered
ORA-06550: line 2, column 1:
PLS-00306: wrong number or types of arguments in call to 'CREATE_INDEX'
ORA-06550: line 2, column 1:
PL/SQL: Statement ignored
IMP-00088: Problem importing metadata for index INGREDIENT_SNNMS_MV_IDX7. Index creation will be skipped
IMP-00017: following statement failed with ORACLE error 6550:
 "BEGIN  "
 "ctxsys.driimp.create_index('INGREDIENT_SNNMS_MV_IDX8','INGREDIENT_SYNONYMS_"
 "MV',USER,"
 "'','1','FRENCH_SEARCHTERM','1',"
 "'4000','17143','8130','17144',"
 "NULL, NULL, NULL, 0,'Y',NULL, NULL, NULL, NULL, NULL);"
 ""
 ""
 "ctxsys.driimp.set_object('DATASTORE','DIRECT_DATASTORE',0);"
 ""
 "ctxsys.driimp.set_object('DATATYPE','CHAR_DATATYPE',0);"
 ""
 "ctxsys.driimp.set_object('DATAX','SYNCH_DATAX',0);"
 ""
 "ctxsys.driimp.set_object('FILTER','NULL_FILTER',0);"
 ""
 "ctxsys.driimp.set_object('SECTION_GROUP','NULL_SECTION_GROUP',0);"
 ""
 "ctxsys.driimp.set_object('LEXER','BASIC_LEXER',0);"
 ""
 "ctxsys.driimp.set_object('WORDLIST','BASIC_WORDLIST',2);"
 "ctxsys.driimp.set_value('STEMMER','1');"
 "ctxsys.driimp.set_value('FUZZY_MATCH','1');"
 ""
 "ctxsys.driimp.set_object('STOPLIST','BASIC_STOPLIST',114);"
 "ctxsys.driimp.set_value('STOP_WORD','Mr');"
 "ctxsys.driimp.set_value('STOP_WORD','Mrs');"
 "ctxsys.driimp.set_value('STOP_WORD','Ms');"
 "ctxsys.driimp.set_value('STOP_WORD','a');"
 "ctxsys.driimp.set_value('STOP_WORD','all');"
 "ctxsys.driimp.set_value('STOP_WORD','almost');"
 "ctxsys.driimp.set_value('STOP_WORD','also');"
 "ctxsys.driimp.set_value('STOP_WORD','although');"
 "ctxsys.driimp.set_value('STOP_WORD','an');"
 "ctxsys.driimp.set_value('STOP_WORD','and');"
 "ctxsys.driimp.set_value('STOP_WORD','any');"
 "ctxsys.driimp.set_value('STOP_WORD','are');"
 "ctxsys.driimp.set_value('STOP_WORD','as');"
 "ctxsys.driimp.set_value('STOP_WORD','at');"
 "ctxsys.driimp.set_value('STOP_WORD','be');"
 "ctxsys.driimp.set_value('STOP_WORD','because');"
 "ctxsys.driimp.set_value('STOP_WORD','been');"
 "ctxsys.driimp.set_value('STOP_WORD','both');"
 "ctxsys.driimp.set_value('STOP_WORD','but');"
 "ctxsys.driimp.set_value('STOP_WORD','by');"
 "ctxsys.driimp.set_value('STOP_WORD','can');"
 "ctxsys.driimp.set_value('STOP_WORD','could');"
 "ctxsys.driimp.set_value('STOP_WORD','d');"
 "ctxsys.driimp.set_value('STOP_WORD','did');"
 "ctxsys.driimp.set_value('STOP_WORD','do');"
 "ctxsys.driimp.set_value('STOP_WORD','does');"
 "ctxsys.driimp.set_value('STOP_WORD','either');"
 "ctxsys.driimp.set_value('STOP_WORD','for');"
 "ctxsys.driimp.set_value('STOP_WORD','from');"
 "ctxsys.driimp.set_value('STOP_WORD','had');"
 "ctxsys.driimp.set_value('STOP_WORD','has');"
 "ctxsys.driimp.set_value('STOP_WORD','have');"
 "ctxsys.driimp.set_value('STOP_WORD','having');"
 "ctxsys.driimp.set_value('STOP_WORD','he');"
 "ctxsys.driimp.set_value('STOP_WORD','her');"
 "ctxsys.driimp.set_value('STOP_WORD','here');"
 "ctxsys.driimp.set_value('STOP_WORD','hers');"
 "ctxsys.driimp.set_value('STOP_WORD','him');"
 "ctxsys.driimp.set_value('STOP_WORD','his');"
 "ctxsys.driimp.set_value('STOP_WORD','how');"
 "ctxsys.driimp.set_value('STOP_WORD','however');"
 "ctxsys.driimp.set_value('STOP_WORD','i');"
 "ctxsys.driimp.set_value('STOP_WORD','if');"
 "ctxsys.driimp.set_value('STOP_WORD','in');"
 "ctxsys.driimp.set_value('STOP_WORD','into');"
 "ctxsys.driimp.set_value('STOP_WORD','is');"
 "ctxsys.driimp.set_value('STOP_WORD','it');"
 "ctxsys.driimp.set_value('STOP_WORD','its');"
 "ctxsys.driimp.set_value('STOP_WORD','just');"
 "ctxsys.driimp.set_value('STOP_WORD','ll');"
 "ctxsys.driimp.set_value('STOP_WORD','me');"
 "ctxsys.driimp.set_value('STOP_WORD','might');"
 "ctxsys.driimp.set_value('STOP_WORD','my');"
 "ctxsys.driimp.set_value('STOP_WORD','no');"
 "ctxsys.driimp.set_value('STOP_WORD','non');"
 "ctxsys.driimp.set_value('STOP_WORD','nor');"
 "ctxsys.driimp.set_value('STOP_WORD','not');"
 "ctxsys.driimp.set_value('STOP_WORD','of');"
 "ctxsys.driimp.set_value('STOP_WORD','on');"
 "ctxsys.driimp.set_value('STOP_WORD','one');"
 "ctxsys.driimp.set_value('STOP_WORD','only');"
 "ctxsys.driimp.set_value('STOP_WORD','onto');"
 "ctxsys.driimp.set_value('STOP_WORD','or');"
 ""
 "ctxsys.driimp.set_value('STOP_WORD','our');"
 "ctxsys.driimp.set_value('STOP_WORD','ours');"
 "ctxsys.driimp.set_value('STOP_WORD','s');"
 "ctxsys.driimp.set_value('STOP_WORD','shall');"
 "ctxsys.driimp.set_value('STOP_WORD','she');"
 "ctxsys.driimp.set_value('STOP_WORD','should');"
 "ctxsys.driimp.set_value('STOP_WORD','since');"
 "ctxsys.driimp.set_value('STOP_WORD','so');"
 "ctxsys.driimp.set_value('STOP_WORD','some');"
 "ctxsys.driimp.set_value('STOP_WORD','still');"
 "ctxsys.driimp.set_value('STOP_WORD','such');"
 "ctxsys.driimp.set_value('STOP_WORD','t');"
 "ctxsys.driimp.set_value('STOP_WORD','than');"
 "ctxsys.driimp.set_value('STOP_WORD','that');"
 "ctxsys.driimp.set_value('STOP_WORD','the');"
 "ctxsys.driimp.set_value('STOP_WORD','their');"
 "ctxsys.driimp.set_value('STOP_WORD','them');"
 "ctxsys.driimp.set_value('STOP_WORD','then');"
 "ctxsys.driimp.set_value('STOP_WORD','there');"
 "ctxsys.driimp.set_value('STOP_WORD','therefore');"
 "ctxsys.driimp.set_value('STOP_WORD','these');"
 "ctxsys.driimp.set_value('STOP_WORD','they');"
 "ctxsys.driimp.set_value('STOP_WORD','this');"
 "ctxsys.driimp.set_value('STOP_WORD','those');"
 "ctxsys.driimp.set_value('STOP_WORD','though');"
 "ctxsys.driimp.set_value('STOP_WORD','through');"
 "ctxsys.driimp.set_value('STOP_WORD','thus');"
 "ctxsys.driimp.set_value('STOP_WORD','to');"
 "ctxsys.driimp.set_value('STOP_WORD','too');"
 "ctxsys.driimp.set_value('STOP_WORD','until');"
 "ctxsys.driimp.set_value('STOP_WORD','ve');"
 "ctxsys.driimp.set_value('STOP_WORD','very');"
 "ctxsys.driimp.set_value('STOP_WORD','was');"
 "ctxsys.driimp.set_value('STOP_WORD','we');"
 "ctxsys.driimp.set_value('STOP_WORD','were');"
 "ctxsys.driimp.set_value('STOP_WORD','what');"
 "ctxsys.driimp.set_value('STOP_WORD','when');"
 "ctxsys.driimp.set_value('STOP_WORD','where');"
 "ctxsys.driimp.set_value('STOP_WORD','whether');"
 "ctxsys.driimp.set_value('STOP_WORD','which');"
 "ctxsys.driimp.set_value('STOP_WORD','while');"
 "ctxsys.driimp.set_value('STOP_WORD','who');"
 "ctxsys.driimp.set_value('STOP_WORD','whose');"
 "ctxsys.driimp.set_value('STOP_WORD','why');"
 "ctxsys.driimp.set_value('STOP_WORD','will');"
 "ctxsys.driimp.set_value('STOP_WORD','with');"
 "ctxsys.driimp.set_value('STOP_WORD','would');"
 "ctxsys.driimp.set_value('STOP_WORD','yet');"
 "ctxsys.driimp.set_value('STOP_WORD','you');"
 "ctxsys.driimp.set_value('STOP_WORD','your');"
 "ctxsys.driimp.set_value('STOP_WORD','yours');"
 ""
 "ctxsys.driimp.set_object('STORAGE','BASIC_STORAGE',2);"
 "ctxsys.driimp.set_value('R_TABLE_CLAUSE','lob (data) store as (cache)');"
 "ctxsys.driimp.set_value('I_INDEX_CLAUSE','compress 2');"
 ""
 "commit;"
 "COMMIT; END;"
IMP-00003: ORACLE error 6550 encountered
ORA-06550: line 2, column 1:
PLS-00306: wrong number or types of arguments in call to 'CREATE_INDEX'
ORA-06550: line 2, column 1:
PL/SQL: Statement ignored
IMP-00088: Problem importing metadata for index INGREDIENT_SNNMS_MV_IDX8. Index creation will be skipped
IMP-00017: following statement failed with ORACLE error 13011:
 "CREATE SNAPSHOT "SUBINGREDIENT_MV"  ( "ID","SHORTDESCRIPTIONENG","SHORTDESC"
 "RIPTIONFR" ) USING ("SUBINGREDIENT_MV", (9, 'SDV11026', 8, 0, 0, "NHPDWEB_O"
 "WNER", "ORGANISM_PART_TYPES", '2019-10-28:16:30:28', 16, 437228, '2019-10-2"
 "8:16:30:28', '', 0, 10208000162082, 0, NULL, 1, "NHPDWEB_OWNER", "ORGANISMS"
 "", '2019-10-28:16:30:28', 16, 437230, '2019-10-28:16:30:28', '', 0, 1020800"
 "0162082, 0, NULL, 2, "NHPDWEB_OWNER", "ORGANISM_GROUPS", '2019-10-28:16:30:"
 "28', 16, 437225, '2019-10-28:16:30:28', '', 0, 10208000162082, 0, NULL, 3, "
 ""NHPDWEB_OWNER", "ORGANISM_PARTS", '2019-10-28:16:30:28', 48, 437226, '2019"
 "-10-28:16:30:28', '', 0, 10208000162082, 0, NULL, 4, "NHPDWEB_OWNER", "ORGA"
 "NISM_PART_SUBINGREDIENTS", '2019-10-28:16:30:28', 48, 437227, '2019-10-28:1"
 "6:30:28', '', 0, 10208000162082, 0, NULL, 5, "NHPDWEB_OWNER", "INGREDIENT_S"
 "UBINGREDIENTS", '2019-10-28:16:30:28', 48, 437110, '2019-10-28:16:30:28', '"
 "', 0, 10208000162082, 0, NULL, 6, "NHPDWEB_OWNER", "INGREDIENTS", '2019-10-"
 "28:16:30:28', 528, 437106, '2019-10-28:16:30:28', '', 0, 10208000162082, 0,"
 " NULL, 7, "NHPDWEB_OWNER", "SUBINGREDIENTS", '2019-10-28:16:30:28', 65568, "
 "437268, '2019-10-28:16:30:28', '', 0, 10208000162082, 0, NULL), 2498625, 10"
 ", ('1950-01-01:12:00:00', 3328, 0, 0, 10208000162082, 0, 18907392, 8, NULL,"
 " NULL)) REFRESH FORCE AS"
 "SELECT si.subingred_id AS id,"
 "          i.ingred_authorized_name_eng"
 "       || ' ['"
 "       || DECODE ("
 "             pi.ingred_authorized_name_eng,"
 "             NULL,    opt.orgparttype_name_eng"
 "                   || ' - ('"
 "                   || o.organism_name"
 "                   || ')',"
 "             pi.ingred_authorized_name_eng)"
 "       || ']'"
 "          AS shortdescriptioneng,"
 "          i.ingred_authorized_name_fr"
 "       || ' ['"
 "       || DECODE ("
 "             pi.ingred_authorized_name_fr,"
 "             NULL,    opt.orgparttype_name_fr"
 "                   || ' - ('"
 "                   || o.organism_name"
 "                   || ')',"
 "             pi.ingred_authorized_name_fr)"
 "       || ']'"
 "          AS shortdescriptionfr"
 "  FROM ingredients i,"
 "       subingredients si,"
 "       ingredients pi,"
 "       ingredient_subingredients isu,"
 "       organism_part_subingredients ops,"
 "       organism_parts op,"
 "       organism_groups og,"
 "       organisms o,"
 "       organism_part_types opt"
 " WHERE     i.ingred_id = si.ingred_id"
 "       AND si.subingred_id = isu.subingred_id(+)"
 "       AND isu.ingred_id = pi.ingred_id(+)"
 "       AND si.subingred_id = ops.subingred_id(+)"
 "       AND ops.orgpart_id = op.orgpart_id(+)"
 "       AND op.organism_id = o.organism_id(+)"
 "       AND op.org_grp_id = og.org_grp_id(+)"
 "       AND op.orgparttype_id = opt.orgparttype_id(+)"
IMP-00003: ORACLE error 13011 encountered
ORA-13011: value is out of range
IMP-00017: following statement failed with ORACLE error 12003:
 "ALTER SNAPSHOT "SUBINGREDIENT_MV" COMPILE"
IMP-00003: ORACLE error 12003 encountered
ORA-12003: materialized view "NHPDWEB_OWNER"."SUBINGREDIENT_MV" does not exist
About to enable constraints...
Import terminated successfully with warnings.
